28624,oops
3238,alcom
9877,np
44948,last
43545,teledata
5524,breedband
40191,beanfield
26622,simtelecom
52892,copreltelecom
44788,criteo
11922,realnetworks
13370,localtel
33958,gscf
45014,host-it
30583,quantum-networks
19875,rackforce
52841,aprimorar
41529,mediaserve
50384,w-ix
4608,apnic
41678,tibus
17534,nsk
41883,complete
31939,gigamonster
10474,is
39647,redhosting
46907,icall
50088,egenera
2200,renater
34928,regioit-aachen
43013,yorkdataservices
14371,paulbunyan
29119,airenetworks
14166,softcom
12381,resilans
8368,destiny
2854,orange-business
36089,openx
19159,stingcomm
8926,moldtelecom
5541,adnettelecom
32181,gigenet
11798,acedatacenters
29404,elbracht
42492,aaccosmos
35470,xlshosting
17924,smartone
8400,mts
1850,isnic
50620,blnt
44583,andrexen
56704,farice
26546,nucleus
8943,jump
43948,glesys
18282,coralnet
24753,globecomm
18268,janis
24093,superloop
23661,clara
55329,telcotech
33445,yelp
4862,orange-business
47302,cyon
39150,hosting-telecom
9186,oni
28138,scw
51040,piratpartiet
6850,metrocom
28130,certto
31133,megafon
49788,nexthop
7477,skymesh
10929,estruxture
26282,broadcom
8613,daisygroup
43890,netserv
34578,bedag
35223,hoi
12843,telemaxx
35206,novatrend
24951,everyware
41088,nsys
51185,onecom
31167,axione
17184,cbeyond
42473,anexia-it
34362,terrakom
38583,aseit
50043,myrenconsult
50244,itelecom
30419,mediamath
28666,hostfiber
41572,kvantel
36687,wiline
38930,fiberring
5071,navigata
7631,anittel
50989,dcs
9381,hkbnes
53563,xplusone
59605,zain
32097,wholesaleinternet
14442,media-hosts
25291,syseleven
50534,smallworldcable
8950,logicalis
28186,itsbrasil
50821,stockholmsstadsnat
12347,virtualtec
34056,kievnet
2108,carnet
197157,soundcloud
14333,ori
32536,4web
25689,nrc
53582,solfo
34304,teentelecom
50572,nordlo
24033,actvi8me
13414,twitter
50763,as50763
5606,gts
22546,weyerhaeuser
49405,motto
5391,ht
38193,tw1
17955,avis
42459,fobul
6739,ono
53131,ntelecom
22300,wikia
42303,fiberdirekt
48292,intibu
47927,wifiweb
4628,pacificinternet
50072,sbs
17619,powernetix
40739,blinkmind
51338,melonite
33353,playstation
27471,broadcom
20501,banquedeluxembourg
14232,telpin
30803,tridentnet
48528,advalem
33835,infosat-telecom
1200,ams-ix
37084,simbanet
513,home
14928,adamscable
6447,routeviews
200134,connect
50986,excellent-hosting
35381,sevnet
37113,tangerine
50370,deffayet
9003,altitudetelecom
50292,stratogen
42090,rapidbroadband
51224,link-lab
13004,sox
55518,sgix
39256,fannet
18559,blip
30851,sileman
51432,beevpn
31042,sbb
17501,worldlink
37044,tangerine
44902,covage
36997,infocom
12387,ton-net
22047,vtr
39839,dk-hostmaster
15763,dokom21
6679,skadi-telecom
46849,tlsn
60587,xinon
39545,fluidone
28144,g3telecom
53093,voax
28283,adylnet
28267,imaxxtelecom
38883,firenet
34456,rialcom
20633,uni-frankfurt
22653,cyberwurx
8226,arminco
28716,retelit
35662,redstation
53072,inetvip
51198,servada
13039,global-village
51446,respectmyprivacy
38001,newmediaexpress
36052,juch-tech
46064,nexdatacenter
36149,hawaiiantel
15826,nfrance
27747,telecentro
20722,allnet
44306,omonia
53404,speakservers
4058,citictel-cpc
15388,omc
30528,eicat
17143,winntel
8517,ulakbim
51205,omnifone
29297,link-connect
24521,datautama
160,uchicago
14116,hostopia
36715,popcap
38437,wickednetworks
34790,tfmnetworks
30640,ethericnetworks
34984,superonline
33930,cloud-temple
36012,hunterfiber
51634,edgeit
50300,CustodianDC
37062,bni
45500,bgeeng
10029,spectra
196967,kontei
9066,ewe
394739,kcg
24632,rosignol
7642,dhiraagu
45903,cmctelecom
9297,colocity
30873,yemen
24608,tre
32299,digitalrealty
45711,imediabiz
12333,dfi
37271,workonline
51307,apicasystem
8821,wwz
15535,virtualxs
29513,foliateam
6509,canarie
41289,dwd
45230,ubergroup
1241,nova
45816,i-services
30517,everstream
9394,chinatietong
28182,jupiter
33258,uGotFile
196689,digicube
4677,oki
31863,dacentec
21928,t-mobile
25933,vogeltelecom
47155,viaeuropa
46373,concentus
23114,criticalhub
26531,nexusds
5111,it
24482,sg
46235,trionworlds
55822,myix
19092,zayo
51906,recast-it
8246,gts
51795,tv1
19842,colosseum
51218,dreamindustries
35297,dataline
13157,gopas
18278,cc9
14537,continent8
16839,service-now
29049,delta-telecom
44160,internetone
40253,cascadeo
15301,iovation
52302,aiix
31662,connecta
24243,telarus
53070,t-systems
13194,bite
197156,petitverbindt
20984,panalpina
21430,wia
12767,t-mobile
41628,alterway
26193,wholesaledatacenter
24115,equinix
26710,icann
15419,telecentras
37223,vm
28707,stuart
50618,liazo
44515,advania
9329,slt
197439,sylon
12620,ticino
9650,citec
37933,polyfone
23629,octv
10297,ee
18209,actcorp
47358,ntrnet
18804,puertoricoix
55799,iptelecom
17088,eexchange
29037,teliko
197413,moetv
6614,uscellular
15095,thinkrealtime
56030,voyager
36805,247realmedia
49895,dcenter
48850,epix
15547,netplus
20653,byteaction
30784,seven-sky
15092,star2star
50683,dcs
9189,netaachen
55915,classic
15440,balt
13124,a1
22772,loginbusiness
44009,sleek
12775,cloudheroes
16217,longphone
39439,multimedia
12854,pine
31562,openmarket
34384,lanworld
56595,commsworld
22873,fibernetworx
20394,rainierconnect
1741,csc
25861,ndevix
26549,flatplanetphone
18451,les
6789,crelcom
2597,nic
28140,maxiweb
37253,techconcepts
15041,ETRN
13409,pdx
31463,4d-dc
11837,saw
23820,rakuten
31235,skiwebcenter
27281,quantcast
4770,iconz
45950,gmi
9872,voyager
18541,bluejeans
46793,ooyala
16128,agarik
7524,hankyu-hanshin
57315,pbgn
32244,liquidweb
44314,itsynergy
33764,afrinic
27630,xfernet
4874,uncommon
38639,ntt
1304,sfinx
